,location_id,year_id,sex_id,cause_id,age_group_id,mean_submission,mean_ensemble,super_region,risk,rei_id,location_name,rei_name,cause_name
11,14,2016,2,493,15,0.2001571729,0.166849824404,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Maldives,High fasting plasma glucose,Ischemic heart disease
12,15,2016,1,493,15,0.15798105373,0.159757778423,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Myanmar,High fasting plasma glucose,Ischemic heart disease
13,15,2016,2,493,15,0.1810217572,0.160078244832,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Myanmar,High fasting plasma glucose,Ischemic heart disease
14,16,2016,1,493,15,0.12902184988,0.178267542974,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Philippines,High fasting plasma glucose,Ischemic heart disease
15,16,2016,2,493,15,0.12733881808,0.174435899239,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Philippines,High fasting plasma glucose,Ischemic heart disease
16,17,2016,1,493,15,0.19842132109,0.203282426788,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Sri Lanka,High fasting plasma glucose,Ischemic heart disease
17,17,2016,2,493,15,0.14613749566,0.188307894801,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Sri Lanka,High fasting plasma glucose,Ischemic heart disease
18,18,2016,1,493,15,0.14383604124,0.133763093711,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Thailand,High fasting plasma glucose,Ischemic heart disease
19,18,2016,2,493,15,0.13270858361,0.140629061933,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Thailand,High fasting plasma glucose,Ischemic heart disease
20,19,2016,1,493,15,0.11403743553,0.132645598838,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Timor-Leste,High fasting plasma glucose,Ischemic heart disease
21,19,2016,2,493,15,0.10004517179,0.15542741011,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Timor-Leste,High fasting plasma glucose,Ischemic heart disease
22,20,2016,1,493,15,0.018966402,0.090300021952,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Vietnam,High fasting plasma glucose,Ischemic heart disease
23,20,2016,2,493,15,0.09865885636,0.15243822206,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Vietnam,High fasting plasma glucose,Ischemic heart disease
24,22,2016,1,493,15,0.25915958355,0.392760287551,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Fiji,High fasting plasma glucose,Ischemic heart disease
25,22,2016,2,493,15,0.27486477752,0.3647860153,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Fiji,High fasting plasma glucose,Ischemic heart disease
26,23,2016,1,493,15,0.32234765996,0.401338193621,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Kiribati,High fasting plasma glucose,Ischemic heart disease
27,23,2016,2,493,15,0.31833775103,0.388146271137,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Kiribati,High fasting plasma glucose,Ischemic heart disease
28,24,2016,1,493,15,0.28484745255,0.371985717933,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Marshall Islands,High fasting plasma glucose,Ischemic heart disease
29,24,2016,2,493,15,0.21248657754,0.411613706566,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Marshall Islands,High fasting plasma glucose,Ischemic heart disease
30,25,2016,1,493,15,0.24264193205,0.453816941992,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Federated States of Micronesia,High fasting plasma glucose,Ischemic heart disease
31,25,2016,2,493,15,0.28758050028,0.398746853361,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Federated States of Micronesia,High fasting plasma glucose,Ischemic heart disease
32,26,2016,1,493,15,0.17493778518,0.436322440559,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Papua New Guinea,High fasting plasma glucose,Ischemic heart disease
33,26,2016,2,493,15,0.16692188927,0.48888504254,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Papua New Guinea,High fasting plasma glucose,Ischemic heart disease
34,27,2016,1,493,15,0.29258638983,0.441579526496,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Samoa,High fasting plasma glucose,Ischemic heart disease
35,27,2016,2,493,15,0.3388571471,0.582266737432,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Samoa,High fasting plasma glucose,Ischemic heart disease
36,28,2016,1,493,15,0.24426672118,0.467917989835,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Solomon Islands,High fasting plasma glucose,Ischemic heart disease
37,28,2016,2,493,15,0.26278164037,0.422847313846,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Solomon Islands,High fasting plasma glucose,Ischemic heart disease
38,29,2016,1,493,15,0.25153796071,0.438021505067,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Tonga,High fasting plasma glucose,Ischemic heart disease
39,29,2016,2,493,15,0.30440740657,0.384757586399,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Tonga,High fasting plasma glucose,Ischemic heart disease
40,30,2016,1,493,15,0.21712964297,0.468225646168,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Vanuatu,High fasting plasma glucose,Ischemic heart disease
41,30,2016,2,493,15,0.23311817612,0.479648929573,"Southeast Asia, East Asia, and Oceania",metab_fpg_cont,105,Vanuatu,High fasting plasma glucose,Ischemic heart disease
42,33,2016,1,493,15,0.15605020233,0.140449940514,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Armenia,High fasting plasma glucose,Ischemic heart disease
43,33,2016,2,493,15,0.19466363997,0.153416306435,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Armenia,High fasting plasma glucose,Ischemic heart disease
44,34,2016,1,493,15,0.16192391079,0.139769004722,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Azerbaijan,High fasting plasma glucose,Ischemic heart disease
45,34,2016,2,493,15,0.20320249018,0.15457115351,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Azerbaijan,High fasting plasma glucose,Ischemic heart disease
46,35,2016,1,493,15,0.15981300439,0.136446387235,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Georgia,High fasting plasma glucose,Ischemic heart disease
47,35,2016,2,493,15,0.16278506214,0.126363957839,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Georgia,High fasting plasma glucose,Ischemic heart disease
48,36,2016,1,493,15,0.18951677556,0.140432304504,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Kazakhstan,High fasting plasma glucose,Ischemic heart disease
49,36,2016,2,493,15,0.18571406523,0.135024475883,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Kazakhstan,High fasting plasma glucose,Ischemic heart disease
50,37,2016,1,493,15,0.11750960763,0.106058510986,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Kyrgyzstan,High fasting plasma glucose,Ischemic heart disease
51,37,2016,2,493,15,0.15507047511,0.110896228612,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Kyrgyzstan,High fasting plasma glucose,Ischemic heart disease
52,38,2016,1,493,15,0.17589209091,0.128168964555,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Mongolia,High fasting plasma glucose,Ischemic heart disease
53,38,2016,2,493,15,0.14692501031,0.107026831073,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Mongolia,High fasting plasma glucose,Ischemic heart disease
54,39,2016,1,493,15,0.08236582917,0.097288673169,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Tajikistan,High fasting plasma glucose,Ischemic heart disease
55,39,2016,2,493,15,0.10506631504,0.100070490196,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Tajikistan,High fasting plasma glucose,Ischemic heart disease
56,40,2016,1,493,15,0.18552497976,0.144578889315,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Turkmenistan,High fasting plasma glucose,Ischemic heart disease
57,40,2016,2,493,15,0.17741639725,0.139333071249,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Turkmenistan,High fasting plasma glucose,Ischemic heart disease
58,41,2016,1,493,15,0.12449955757,0.126749774667,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Uzbekistan,High fasting plasma glucose,Ischemic heart disease
59,41,2016,2,493,15,0.15645830637,0.134905627457,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Uzbekistan,High fasting plasma glucose,Ischemic heart disease
60,43,2016,1,493,15,0.15511323201,0.113911902322,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Albania,High fasting plasma glucose,Ischemic heart disease
61,43,2016,2,493,15,0.13096814316,0.0991110129821,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Albania,High fasting plasma glucose,Ischemic heart disease
62,44,2016,1,493,15,0.16066421557,0.158211170711,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Bosnia and Herzegovina,High fasting plasma glucose,Ischemic heart disease
63,44,2016,2,493,15,0.17062829981,0.13621877691,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Bosnia and Herzegovina,High fasting plasma glucose,Ischemic heart disease
64,45,2016,1,493,15,0.17366708823,0.151631508442,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Bulgaria,High fasting plasma glucose,Ischemic heart disease
65,45,2016,2,493,15,0.15560436601,0.128323544333,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Bulgaria,High fasting plasma glucose,Ischemic heart disease
66,46,2016,1,493,15,0.20056209966,0.157566598688,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Croatia,High fasting plasma glucose,Ischemic heart disease
67,46,2016,2,493,15,0.11131038971,0.10125356406,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Croatia,High fasting plasma glucose,Ischemic heart disease
68,47,2016,1,493,15,0.20454057213,0.17197315987,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Czech Republic,High fasting plasma glucose,Ischemic heart disease
69,47,2016,2,493,15,0.14418703121,0.126922129162,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Czech Republic,High fasting plasma glucose,Ischemic heart disease
70,48,2016,1,493,15,0.21154253124,0.168169444032,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Hungary,High fasting plasma glucose,Ischemic heart disease
71,48,2016,2,493,15,0.16753163907,0.13813406939,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Hungary,High fasting plasma glucose,Ischemic heart disease
72,49,2016,1,493,15,0.18490038143,0.164451530514,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Macedonia,High fasting plasma glucose,Ischemic heart disease
73,49,2016,2,493,15,0.14736620911,0.134615251535,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Macedonia,High fasting plasma glucose,Ischemic heart disease
74,50,2016,1,493,15,0.18108006674,0.15755566534,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Montenegro,High fasting plasma glucose,Ischemic heart disease
75,50,2016,2,493,15,0.16052987592,0.132138913029,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Montenegro,High fasting plasma glucose,Ischemic heart disease
76,51,2016,1,493,15,0.18913641335,0.159640175752,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Poland,High fasting plasma glucose,Ischemic heart disease
77,51,2016,2,493,15,0.14727842192,0.11605444077,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Poland,High fasting plasma glucose,Ischemic heart disease
78,52,2016,1,493,15,0.20170667045,0.149338028246,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Romania,High fasting plasma glucose,Ischemic heart disease
79,52,2016,2,493,15,0.14697294316,0.108834015843,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Romania,High fasting plasma glucose,Ischemic heart disease
80,53,2016,1,493,15,0.18850162802,0.1608748394,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Serbia,High fasting plasma glucose,Ischemic heart disease
81,53,2016,2,493,15,0.17237627881,0.143361147182,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Serbia,High fasting plasma glucose,Ischemic heart disease
82,54,2016,1,493,15,0.18819720021,0.147688437406,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Slovakia,High fasting plasma glucose,Ischemic heart disease
83,54,2016,2,493,15,0.15618287719,0.120361807182,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Slovakia,High fasting plasma glucose,Ischemic heart disease
84,55,2016,1,493,15,0.20907990496,0.159367404511,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Slovenia,High fasting plasma glucose,Ischemic heart disease
85,55,2016,2,493,15,0.15277111579,0.11946490768,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Slovenia,High fasting plasma glucose,Ischemic heart disease
86,57,2016,1,493,15,0.24469260481,0.186805937378,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Belarus,High fasting plasma glucose,Ischemic heart disease
87,57,2016,2,493,15,0.23036468784,0.173649243729,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Belarus,High fasting plasma glucose,Ischemic heart disease
88,58,2016,1,493,15,0.25682200486,0.203088203926,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Estonia,High fasting plasma glucose,Ischemic heart disease
89,58,2016,2,493,15,0.21908220239,0.166566494628,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Estonia,High fasting plasma glucose,Ischemic heart disease
90,59,2016,1,493,15,0.25229661462,0.197593912116,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Latvia,High fasting plasma glucose,Ischemic heart disease
91,59,2016,2,493,15,0.23388838183,0.178480647686,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Latvia,High fasting plasma glucose,Ischemic heart disease
92,60,2016,1,493,15,0.26842390039,0.21086121191,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Lithuania,High fasting plasma glucose,Ischemic heart disease
93,60,2016,2,493,15,0.21742663725,0.16045741192,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Lithuania,High fasting plasma glucose,Ischemic heart disease
94,61,2016,1,493,15,0.20731983263,0.166386752625,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Moldova,High fasting plasma glucose,Ischemic heart disease
95,61,2016,2,493,15,0.24833253389,0.189907425496,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Moldova,High fasting plasma glucose,Ischemic heart disease
96,62,2016,1,493,15,0.26678465458,0.20969162719,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Russia,High fasting plasma glucose,Ischemic heart disease
97,62,2016,2,493,15,0.25929004318,0.201475616448,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Russia,High fasting plasma glucose,Ischemic heart disease
98,63,2016,1,493,15,0.20771285876,0.158111726886,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Ukraine,High fasting plasma glucose,Ischemic heart disease
99,63,2016,2,493,15,0.23315620387,0.174981469169,"Central Europe, Eastern Europe, and Central Asia",metab_fpg_cont,105,Ukraine,High fasting plasma glucose,Ischemic heart disease
100,66,2016,1,493,15,0.2037581169,0.445929264762,High-income,metab_fpg_cont,105,Brunei,High fasting plasma glucose,Ischemic heart disease
101,66,2016,2,493,15,0.16976635439,0.220614001472,High-income,metab_fpg_cont,105,Brunei,High fasting plasma glucose,Ischemic heart disease
102,68,2016,1,493,15,0.19747762482,0.187780353425,High-income,metab_fpg_cont,105,South Korea,High fasting plasma glucose,Ischemic heart disease
103,68,2016,2,493,15,0.15642513486,0.140171362313,High-income,metab_fpg_cont,105,South Korea,High fasting plasma glucose,Ischemic heart disease
104,69,2016,1,493,15,0.21124210355,0.166834832179,High-income,metab_fpg_cont,105,Singapore,High fasting plasma glucose,Ischemic heart disease
105,69,2016,2,493,15,0.1722794013,0.140998469059,High-income,metab_fpg_cont,105,Singapore,High fasting plasma glucose,Ischemic heart disease
106,71,2016,1,493,15,0.17189120915,0.128742312478,High-income,metab_fpg_cont,105,Australia,High fasting plasma glucose,Ischemic heart disease
107,71,2016,2,493,15,0.24394185523,0.18379545982,High-income,metab_fpg_cont,105,Australia,High fasting plasma glucose,Ischemic heart disease
108,72,2016,1,493,15,0.17303617742,0.12558694646,High-income,metab_fpg_cont,105,New Zealand,High fasting plasma glucose,Ischemic heart disease
109,72,2016,2,493,15,0.2181199433,0.156762032204,High-income,metab_fpg_cont,105,New Zealand,High fasting plasma glucose,Ischemic heart disease
110,74,2016,1,493,15,0.18524857259,0.140595904089,High-income,metab_fpg_cont,105,Andorra,High fasting plasma glucose,Ischemic heart disease
111,74,2016,2,493,15,0.12748306526,0.0993993212111,High-income,metab_fpg_cont,105,Andorra,High fasting plasma glucose,Ischemic heart disease
112,75,2016,1,493,15,0.18959133623,0.143919925252,High-income,metab_fpg_cont,105,Austria,High fasting plasma glucose,Ischemic heart disease
113,75,2016,2,493,15,0.16729080531,0.118455816366,High-income,metab_fpg_cont,105,Austria,High fasting plasma glucose,Ischemic heart disease
114,76,2016,1,493,15,0.18044950449,0.13881280625,High-income,metab_fpg_cont,105,Belgium,High fasting plasma glucose,Ischemic heart disease
115,76,2016,2,493,15,0.17069134805,0.125984416121,High-income,metab_fpg_cont,105,Belgium,High fasting plasma glucose,Ischemic heart disease
116,77,2016,1,493,15,0.17845506246,0.145440050856,High-income,metab_fpg_cont,105,Cyprus,High fasting plasma glucose,Ischemic heart disease
117,77,2016,2,493,15,0.1767801831,0.136975367232,High-income,metab_fpg_cont,105,Cyprus,High fasting plasma glucose,Ischemic heart disease
118,78,2016,1,493,15,0.20769032503,0.164999629953,High-income,metab_fpg_cont,105,Denmark,High fasting plasma glucose,Ischemic heart disease
119,78,2016,2,493,15,0.17926841098,0.135518382665,High-income,metab_fpg_cont,105,Denmark,High fasting plasma glucose,Ischemic heart disease
120,79,2016,1,493,15,0.19746474327,0.16063030372,High-income,metab_fpg_cont,105,Finland,High fasting plasma glucose,Ischemic heart disease
121,79,2016,2,493,15,0.18688914215,0.143610100773,High-income,metab_fpg_cont,105,Finland,High fasting plasma glucose,Ischemic heart disease
122,80,2016,1,493,15,0.15733444216,0.12335918488,High-income,metab_fpg_cont,105,France,High fasting plasma glucose,Ischemic heart disease
123,80,2016,2,493,15,0.11984526834,0.093137992061,High-income,metab_fpg_cont,105,France,High fasting plasma glucose,Ischemic heart disease
124,81,2016,1,493,15,0.19282945763,0.157736543931,High-income,metab_fpg_cont,105,Germany,High fasting plasma glucose,Ischemic heart disease
125,81,2016,2,493,15,0.19638186382,0.15115041706,High-income,metab_fpg_cont,105,Germany,High fasting plasma glucose,Ischemic heart disease
126,82,2016,1,493,15,0.14853817724,0.114850972306,High-income,metab_fpg_cont,105,Greece,High fasting plasma glucose,Ischemic heart disease
127,82,2016,2,493,15,0.12430340292,0.0959407601074,High-income,metab_fpg_cont,105,Greece,High fasting plasma glucose,Ischemic heart disease
128,83,2016,1,493,15,0.20809652584,0.154760378775,High-income,metab_fpg_cont,105,Iceland,High fasting plasma glucose,Ischemic heart disease
129,83,2016,2,493,15,0.21589140074,0.152592395395,High-income,metab_fpg_cont,105,Iceland,High fasting plasma glucose,Ischemic heart disease
130,84,2016,1,493,15,0.22027702963,0.168554637617,High-income,metab_fpg_cont,105,Ireland,High fasting plasma glucose,Ischemic heart disease
131,84,2016,2,493,15,0.20516116232,0.150676219598,High-income,metab_fpg_cont,105,Ireland,High fasting plasma glucose,Ischemic heart disease
132,85,2016,1,493,15,0.17732864068,0.150287742546,High-income,metab_fpg_cont,105,Israel,High fasting plasma glucose,Ischemic heart disease
133,85,2016,2,493,15,0.21472836204,0.163439036068,High-income,metab_fpg_cont,105,Israel,High fasting plasma glucose,Ischemic heart disease
134,86,2016,1,493,15,0.15872063986,0.127665268082,High-income,metab_fpg_cont,105,Italy,High fasting plasma glucose,Ischemic heart disease
135,86,2016,2,493,15,0.15515867613,0.122574955188,High-income,metab_fpg_cont,105,Italy,High fasting plasma glucose,Ischemic heart disease
136,87,2016,1,493,15,0.22954874086,0.174622592343,High-income,metab_fpg_cont,105,Luxembourg,High fasting plasma glucose,Ischemic heart disease
137,87,2016,2,493,15,0.15380276484,0.125308370275,High-income,metab_fpg_cont,105,Luxembourg,High fasting plasma glucose,Ischemic heart disease
138,88,2016,1,493,15,0.20072377941,0.155859472079,High-income,metab_fpg_cont,105,Malta,High fasting plasma glucose,Ischemic heart disease
139,88,2016,2,493,15,0.20961825142,0.153722835535,High-income,metab_fpg_cont,105,Malta,High fasting plasma glucose,Ischemic heart disease
140,89,2016,1,493,15,0.15650972551,0.134762114049,High-income,metab_fpg_cont,105,Netherlands,High fasting plasma glucose,Ischemic heart disease
141,89,2016,2,493,15,0.13622984041,0.114000581484,High-income,metab_fpg_cont,105,Netherlands,High fasting plasma glucose,Ischemic heart disease
142,90,2016,1,493,15,0.2036758909,0.15787330934,High-income,metab_fpg_cont,105,Norway,High fasting plasma glucose,Ischemic heart disease
143,90,2016,2,493,15,0.18633662529,0.141587760162,High-income,metab_fpg_cont,105,Norway,High fasting plasma glucose,Ischemic heart disease
144,91,2016,1,493,15,0.17347407596,0.14005239068,High-income,metab_fpg_cont,105,Portugal,High fasting plasma glucose,Ischemic heart disease
145,91,2016,2,493,15,0.19181315802,0.143996435653,High-income,metab_fpg_cont,105,Portugal,High fasting plasma glucose,Ischemic heart disease
146,92,2016,1,493,15,0.20221716612,0.15396666183,High-income,metab_fpg_cont,105,Spain,High fasting plasma glucose,Ischemic heart disease
147,92,2016,2,493,15,0.1652208667,0.121481840212,High-income,metab_fpg_cont,105,Spain,High fasting plasma glucose,Ischemic heart disease
148,94,2016,1,493,15,0.17894045891,0.135294586445,High-income,metab_fpg_cont,105,Switzerland,High fasting plasma glucose,Ischemic heart disease
149,94,2016,2,493,15,0.13965281117,0.107366561693,High-income,metab_fpg_cont,105,Switzerland,High fasting plasma glucose,Ischemic heart disease
150,97,2016,1,493,15,0.30636632644,0.296580794352,High-income,metab_fpg_cont,105,Argentina,High fasting plasma glucose,Ischemic heart disease
151,97,2016,2,493,15,0.26580242407,0.208875365085,High-income,metab_fpg_cont,105,Argentina,High fasting plasma glucose,Ischemic heart disease
152,98,2016,1,493,15,0.29700595482,0.254409131345,High-income,metab_fpg_cont,105,Chile,High fasting plasma glucose,Ischemic heart disease
153,98,2016,2,493,15,0.27445717501,0.214238236632,High-income,metab_fpg_cont,105,Chile,High fasting plasma glucose,Ischemic heart disease
154,99,2016,1,493,15,0.28229201443,0.229881708349,High-income,metab_fpg_cont,105,Uruguay,High fasting plasma glucose,Ischemic heart disease
155,99,2016,2,493,15,0.25639665061,0.194694544866,High-income,metab_fpg_cont,105,Uruguay,High fasting plasma glucose,Ischemic heart disease
156,101,2016,1,493,15,0.15200704545,0.15128013197,High-income,metab_fpg_cont,105,Canada,High fasting plasma glucose,Ischemic heart disease
157,101,2016,2,493,15,0.15990369865,0.132980364941,High-income,metab_fpg_cont,105,Canada,High fasting plasma glucose,Ischemic heart disease
158,105,2016,1,493,15,0.21099325623,0.216633304664,Latin America and Caribbean,metab_fpg_cont,105,Antigua and Barbuda,High fasting plasma glucose,Ischemic heart disease
159,105,2016,2,493,15,0.20857000074,0.193767752969,Latin America and Caribbean,metab_fpg_cont,105,Antigua and Barbuda,High fasting plasma glucose,Ischemic heart disease
160,106,2016,1,493,15,0.23317376055,0.207943990389,Latin America and Caribbean,metab_fpg_cont,105,The Bahamas,High fasting plasma glucose,Ischemic heart disease
161,106,2016,2,493,15,0.23930824621,0.19983511028,Latin America and Caribbean,metab_fpg_cont,105,The Bahamas,High fasting plasma glucose,Ischemic heart disease
162,107,2016,1,493,15,0.22883076524,0.208733294445,Latin America and Caribbean,metab_fpg_cont,105,Barbados,High fasting plasma glucose,Ischemic heart disease
163,107,2016,2,493,15,0.24006867775,0.211901496196,Latin America and Caribbean,metab_fpg_cont,105,Barbados,High fasting plasma glucose,Ischemic heart disease
164,108,2016,1,493,15,0.11839054022,0.366822104311,Latin America and Caribbean,metab_fpg_cont,105,Belize,High fasting plasma glucose,Ischemic heart disease
165,108,2016,2,493,15,0.19382427804,0.219805682996,Latin America and Caribbean,metab_fpg_cont,105,Belize,High fasting plasma glucose,Ischemic heart disease
166,109,2016,1,493,15,0.20132220121,0.1601133515,Latin America and Caribbean,metab_fpg_cont,105,Cuba,High fasting plasma glucose,Ischemic heart disease
167,109,2016,2,493,15,0.22243421009,0.169628603059,Latin America and Caribbean,metab_fpg_cont,105,Cuba,High fasting plasma glucose,Ischemic heart disease
168,110,2016,1,493,15,0.18103427866,0.233744063078,Latin America and Caribbean,metab_fpg_cont,105,Dominica,High fasting plasma glucose,Ischemic heart disease
169,110,2016,2,493,15,0.24234556307,0.208393833506,Latin America and Caribbean,metab_fpg_cont,105,Dominica,High fasting plasma glucose,Ischemic heart disease
170,111,2016,1,493,15,0.20336499185,0.167474169933,Latin America and Caribbean,metab_fpg_cont,105,Dominican Republic,High fasting plasma glucose,Ischemic heart disease
171,111,2016,2,493,15,0.19324432872,0.151402089728,Latin America and Caribbean,metab_fpg_cont,105,Dominican Republic,High fasting plasma glucose,Ischemic heart disease
